1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
.106173603777,0,.252885509144,0,0,0,0,0,0,0,.640940887078,0,0,0,.640940887078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.252885509144,.252885509144,.252885509144,.252885509144,.252885509144,.160516613759,.160516613759,.160516613759,.160516613759,.160516613759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.359059112922,.359059112922,.640940887078,.640940887078,.640940887078,.640940887078,.640940887078,.640940887078,.640940887078,.640940887078,.640940887078,.640940887078,.16746567294,.16746567294,.16746567294,.16746567294,.106173603777,.106173603777,.106173603777,.106173603777,.106173603777,.106173603777,.252885509144,0,0,0,0,.473475214138,0,0,0,0,0,0,.473475214138,.473475214138,.473475214138,.473475214138,.250325618469,.250325618469,.223149595669,.223149595669,.223149595669,.250325618469,.0923688953855,.0923688953855,.0923688953855,.0923688953855,.0923688953855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.252885509144,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,.63474025974,.63474025974,.63474025974,.63474025974,.63474025974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.36525974026,.36525974026,.36525974026,.36525974026,.36525974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2779263401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7220736599,.7220736599,.7220736599,.2779263401,.2779263401,.2779263401,.2779263401,.7220736599,.7220736599,.7220736599,.7220736599,.7220736599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,.216143809106,0,0,0,0,0,0,0,0,0,0,0,.50644433975,0,0,.132377000262,0,.302523904306,.302523904306,.154131529628,0,0,0,0,.154131529628,.154131529628,.417839397394,.386174220357,.386174220357,.0376534109885,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.154131529628,.102992145626,.102992145626,.102992145626,.102992145626,.102992145626,.102992145626,.102992145626,.102992145626,.257123675253,.257123675253,.257123675253,.164434336594,.164434336594,.257123675253,.0454002290529,.0454002290529,.0454002290529,.0454002290529,.0454002290529,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.302523904306,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.164434336594,.4669582409,.4669582409,.4669582409,.50644433975,.0394860988496,.0245255916274,.0394860988496,.0394860988496,0,0,0,0,0,0,0,0,0,0,.0394860988496,.0394860988496,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.0245255916274,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.50644433975,.49355566025,.49355566025,.020377971839,.020377971839,.020377971839,.020377971839,.020377971839,.020377971839,.020377971839,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.473177688411,.0245255916274,.0245255916274,.0245255916274,.0245255916274,.448652096784,.448652096784,.448652096784,.448652096784,.448652096784,.448652096784,.448652096784,.448652096784,.448652096784,.448652096784,0,0,0,0,1,1,0,0,.0308126993895,0,0,0,0,0,0,0,0,0,0,.0308126993895,.0308126993895,.0308126993895,.417839397394,.0316651770372,.0316651770372,.0316651770372,.0376534109885,.348520809369,.348520809369,.348520809369,.0316651770372,.0316651770372,.417839397394,.0376534109885,.0376534109885,.0376534109885,.0376534109885,.132377000262,.132377000262,.216143809106,.0600720578001,.348520809369,.348520809369,.348520809369,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.132377000262,.156071751306,.156071751306,.156071751306,.0600720578001,.0600720578001,.0600720578001,.0600720578001,.156071751306,.156071751306,.156071751306,.156071751306,.156071751306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,.169825421264,0,.785705692734,.0449411229595,0,1,0,0,0,0,.95505887704,0,.397916200794,0,0,.104009362693,.0324141630573,.237694753801,.237694753801,.121102020258,.099725348994,.917845204786,0,0,.121102020258,.121102020258,.328298793181,.303419283322,.303419283322,.0295844993645,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.202023535383,.202023535383,.202023535383,.129196994343,.129196994343,.202023535383,.0356712184183,.0356712184183,.0356712184183,.0356712184183,.0356712184183,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.366891748144,.366891748144,.366891748144,.397916200794,.03102445265,.0192698969593,.03102445265,.03102445265,0,0,0,0,0,0,0,0,0,0,.03102445265,.03102445265,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.0192698969593,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.38778949194,.38778949194,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.0192698969593,.0192698969593,.0192698969593,.0192698969593,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.132139512051,.132139512051,.132139512051,.132139512051,.785705692734,.785705692734,.785705692734,.785705692734,.0242097133189,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.0242097133189,.0242097133189,.0242097133189,.328298793181,.0248795098596,.0248795098596,.0248795098596,.0295844993645,.273834783957,.273834783957,.273834783957,.0248795098596,.0248795098596,.328298793181,.0295844993645,.0295844993645,.0295844993645,.0295844993645,.104009362693,.104009362693,.169825421264,.0471989577878,.273834783957,.273834783957,.273834783957,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.122626463476,.122626463476,.122626463476,.0471989577878,.0471989577878,.0471989577878,.0471989577878,.122626463476,.122626463476,.122626463476,.122626463476,.122626463476,.785705692734,.785705692734,.785705692734,.132139512051,.132139512051,.099725348994,.099725348994,.132139512051,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.03999632453,.059729024464,.917845204786,.037213672255,.037213672255,.037213672255,.037213672255,.037213672255,.037213672255,.037213672255,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,1,1,1,1,1,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,.169825421264,0,.785705692734,.0449411229595,0,0,0,0,0,0,.95505887704,0,.397916200794,0,0,.104009362693,.0324141630573,.237694753801,.237694753801,.121102020258,.099725348994,.917845204786,0,0,.121102020258,.121102020258,.328298793181,.303419283322,.303419283322,.0295844993645,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.121102020258,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.0809215151249,.202023535383,.202023535383,.202023535383,.129196994343,.129196994343,.202023535383,.0356712184183,.0356712184183,.0356712184183,.0356712184183,.0356712184183,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.237694753801,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.129196994343,.366891748144,.366891748144,.366891748144,.397916200794,.03102445265,.0192698969593,.03102445265,.03102445265,0,0,0,0,0,0,0,0,0,0,.03102445265,.03102445265,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.0192698969593,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.397916200794,.38778949194,.38778949194,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.0160110884802,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.37177840346,.0192698969593,.0192698969593,.0192698969593,.0192698969593,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.3525085065,.132139512051,.132139512051,.132139512051,.132139512051,.785705692734,.785705692734,.785705692734,.785705692734,.0242097133189,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.132139512051,.0242097133189,.0242097133189,.0242097133189,.328298793181,.0248795098596,.0248795098596,.0248795098596,.0295844993645,.273834783957,.273834783957,.273834783957,.0248795098596,.0248795098596,.328298793181,.0295844993645,.0295844993645,.0295844993645,.0295844993645,.104009362693,.104009362693,.169825421264,.0471989577878,.273834783957,.273834783957,.273834783957,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.104009362693,.122626463476,.122626463476,.122626463476,.0471989577878,.0471989577878,.0471989577878,.0471989577878,.122626463476,.122626463476,.122626463476,.122626463476,.122626463476,.785705692734,.785705692734,.785705692734,.132139512051,.132139512051,.099725348994,.099725348994,.132139512051,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.0324141630573,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.099725348994,.03999632453,.059729024464,.917845204786,.037213672255,.037213672255,.037213672255,.037213672255,.037213672255,.037213672255,.037213672255,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,.95505887704,1,1,1,1,1,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,.0449411229595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,.0988095491081,0,0,0,0,0,0,0,.401378163981,0,0,0,.357337045826,.447767787236,0,0,0,0,0,0,0,.947955500325,.947955500325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,.0520444996745,.947955500325,.947955500325,.947955500325,.947955500325,.947955500325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.0520444996745,.0520444996745,1,1,1,.947955500325,.947955500325,.947955500325,.947955500325,.447767787236,.447767787236,.447767787236,.447767787236,.947955500325,.947955500325,.546577336344,.546577336344,.546577336344,.546577336344,.546577336344,.546577336344,.0988095491081,.0988095491081,.0988095491081,.0988095491081,.0988095491081,.447767787236,.447767787236,.447767787236,.0904307414098,.0904307414098,.0904307414098,.0904307414098,.0904307414098,.0904307414098,.0904307414098,.357337045826,.357337045826,.357337045826,.357337045826,.357337045826,.357337045826,.357337045826,.357337045826,.357337045826,.357337045826,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,.401378163981,0,0,
