 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0.237804878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341118727668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326742303345,0.0326742303345,0.0326742303345,0.0326742303345,0.0326742303345,0.0326742303345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309744577685,0.0309744577685,0.0309744577685,0.0309744577685,0.0309744577685,0.0309744577685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280816323596,0.0280816323596,0.0267241653382,0.0267241653382,0.0267241653382,0,0,0,0.0326742303345,0,0,0,0,0,0,0.0341118727668,1,0.0309744577685,0.0309744577685,0,0,0,0,
2,0,0,1,1,0,0,0,0,0,0,0,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0,0,0,0,0,0,0,0,0.397669463576,0.397669463576,0.397669463576,0,0,0,0,0,0,0,0,0.231773094501,0.231773094501,0.231773094501,0,0,0,0,0,0,0,0.196114195625,0,0,0,0,0,0,0,0,0.18528147228,0.18528147228,0.18528147228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169972627401,0.169972627401,0.169972627401,0.169972627401,0.169972627401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163286711597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100310913281,0.100310913281,0.100310913281,0.100310913281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486538967211,0.0486538967211,0.0486538967211,0.0486538967211,0.0486538967211,0,0,0,0,0,0,0,0,0,0,0,0.0416747483194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343075552897,0.0343075552897,0.0326491269515,0.0326491269515,0.0326491269515,0,0,0.0486538967211,0.0399183690391,0.097764838304,0,0.169972627401,0.169972627401,0.397669463576,0,0.0416747483194,0,0.0378417432738,0.0378417432738,0,0,0,0,
3,0,0,0,1,0,0,0,0,0,0,0,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0,0,0,0,0,0,0,0,0.397669463576,0.397669463576,0.397669463576,0,0,0,0,0,0,0,0,0.231773094501,0.231773094501,0.231773094501,0,0,0,0,0,0,0,0.196114195625,0,0,0,0,0,0,0,0,0.18528147228,0.18528147228,0.18528147228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169972627401,0.169972627401,0.169972627401,0.169972627401,0.169972627401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163286711597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100310913281,0.100310913281,0.100310913281,0.100310913281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486538967211,0.0486538967211,0.0486538967211,0.0486538967211,0.0486538967211,0,0,0,0,0,0,0,0,0,0,0,0.0416747483194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343075552897,0.0343075552897,0.0326491269515,0.0326491269515,0.0326491269515,0,0,0.0486538967211,0.0399183690391,0.097764838304,0,0.169972627401,0.169972627401,0.397669463576,0,0.0416747483194,0,0.0378417432738,0.0378417432738,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,0,0,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0.561991476172,0,0,0,0,0,0,0,0,0.397669463576,0.397669463576,0.397669463576,0,0,0,0,0,0,0,0,0.231773094501,0.231773094501,0.231773094501,0,0,0,0,0,0,0,0.196114195625,0,0,0,0,0,0,0,0,0.18528147228,0.18528147228,0.18528147228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169972627401,0.169972627401,0.169972627401,0.169972627401,0.169972627401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163286711597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100310913281,0.100310913281,0.100310913281,0.100310913281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0.097764838304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486538967211,0.0486538967211,0.0486538967211,0.0486538967211,0.0486538967211,0,0,0,0,0,0,0,0,0,0,0,0.0416747483194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0.0399183690391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0.0378417432738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343075552897,0.0343075552897,0.0326491269515,0.0326491269515,0.0326491269515,0,0,0.0486538967211,0.0399183690391,0.097764838304,0,0.169972627401,0.169972627401,0.397669463576,0,0.0416747483194,0,0.0378417432738,0.0378417432738,0,0,0,0,
5,0,0,0,0,0,1,0,0,0,0,0,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0,0,0,0,0,0,0,0,0.309938178954,0.309938178954,0.309938178954,0,0,0,0,0,0,0,0,0.180640802022,0.180640802022,0.180640802022,0,0,0,0,0,0,0,0.15284874054,0,0,0,0,0,0,0,0,0.14440586309,0.14440586309,0.14440586309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132474357309,0.132474357309,0.132474357309,0.132474357309,0.132474357309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127263445337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781809634365,0.0781809634365,0.0781809634365,0.0781809634365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379201863104,0.0379201863104,0.0379201863104,0.0379201863104,0.0379201863104,0,0,0,0,0,0,0,0,0,0,0,0.0324807328335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311118346768,0.0311118346768,0.0311118346768,0.0311118346768,0.0311118346768,0.0311118346768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294933407591,0.0294933407591,0.0294933407591,0.0294933407591,0.0294933407591,0.0294933407591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267388426439,0.0267388426439,0.0254462861211,0.0254462861211,0.0254462861211,0,0,0.0379201863104,0.0311118346768,0.0761965871786,0,0.132474357309,0.132474357309,0.309938178954,0,0.0324807328335,0,0.0294933407591,0.0294933407591,0,0,0,0,
6,0,0,0,0,0,0,0,0,0,0,0,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0.438008523828,0,0,0,0,0,0,0,0,0.309938178954,0.309938178954,0.309938178954,0,0,0,0,0,0,0,0,0.180640802022,0.180640802022,0.180640802022,0,0,0,0,0,0,0,0.15284874054,0,0,0,0,0,0,0,0,0.14440586309,0.14440586309,0.14440586309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132474357309,0.132474357309,0.132474357309,0.132474357309,0.132474357309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127263445337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781809634365,0.0781809634365,0.0781809634365,0.0781809634365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0.0761965871786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379201863104,0.0379201863104,0.0379201863104,0.0379201863104,0.0379201863104,0,0,0,0,0,0,0,0,0,0,0,0.0324807328335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311118346768,0.0311118346768,0.0311118346768,0.0311118346768,0.0311118346768,0.0311118346768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294933407591,0.0294933407591,0.0294933407591,0.0294933407591,0.0294933407591,0.0294933407591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267388426439,0.0267388426439,0.0254462861211,0.0254462861211,0.0254462861211,0,0,0.0379201863104,0.0311118346768,0.0761965871786,0,0.132474357309,0.132474357309,0.309938178954,0,0.0324807328335,0,0.0294933407591,0.0294933407591,0,0,0,0,
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341784989858,0.341784989858,0.341784989858,0,0,0,0,0,0,0,0,0,0,0,0.142582959003,0.142582959003,0.142582959003,0,0,0,0,0,0,0,0.120646196552,0,0,0,0,0,0,0,0,0.113982085034,0.113982085034,0.113982085034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104564337878,0.104564337878,0.104564337878,0.104564337878,0.104564337878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100451273499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617096081265,0.0617096081265,0.0617096081265,0.0617096081265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299310693351,0.0299310693351,0.0299310693351,0.0299310693351,0.0299310693351,0,0,0,0,0,0,0,0,0,0,0,0.0256376131313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245571177639,0.0245571177639,0.0245571177639,0.0245571177639,0.0245571177639,0.0245571177639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232796120767,0.0232796120767,0.0232796120767,0.0232796120767,0.0232796120767,0.0232796120767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211054383163,0.0211054383163,0.0200852007418,0.0200852007418,0.0200852007418,0,0,0.0299310693351,0.0245571177639,0.0601433050796,0,0.104564337878,0.104564337878,0,0,0.0256376131313,0,0.0232796120767,0.0232796120767,0,0,0,0,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341784989858,0.341784989858,0.341784989858,0,0,0,0,0,0,0,0,0,0,0,0.142582959003,0.142582959003,0.142582959003,0,0,0,0,0,0,0,0.120646196552,0,0,0,0,0,0,0,0,0.113982085034,0.113982085034,0.113982085034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104564337878,0.104564337878,0.104564337878,0.104564337878,0.104564337878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100451273499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617096081265,0.0617096081265,0.0617096081265,0.0617096081265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0.0601433050796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299310693351,0.0299310693351,0.0299310693351,0.0299310693351,0.0299310693351,0,0,0,0,0,0,0,0,0,0,0,0.0256376131313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245571177639,0.0245571177639,0.0245571177639,0.0245571177639,0.0245571177639,0.0245571177639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232796120767,0.0232796120767,0.0232796120767,0.0232796120767,0.0232796120767,0.0232796120767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211054383163,0.0211054383163,0.0200852007418,0.0200852007418,0.0200852007418,0,0,0.0299310693351,0.0245571177639,0.0601433050796,0,0.104564337878,0.104564337878,0,0,0.0256376131313,0,0.0232796120767,0.0232796120767,0,0,0,0,
9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.658215010142,0.658215010142,0.658215010142,0,0,0,0,0,0,0,0,0,0,0,0.27458854716,0.27458854716,0.27458854716,0,0,0,0,0,0,0,0.232342378523,0,0,0,0,0,0,0,0,0.219508525778,0.219508525778,0.219508525778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201371677397,0.201371677397,0.201371677397,0.201371677397,0.201371677397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193450672109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118841352149,0.118841352149,0.118841352149,0.118841352149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576417329331,0.0576417329331,0.0576417329331,0.0576417329331,0.0576417329331,0,0,0,0,0,0,0,0,0,0,0,0.0493733261788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472924908865,0.0472924908865,0.0472924908865,0.0472924908865,0.0472924908865,0.0472924908865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448322499638,0.0448322499638,0.0448322499638,0.0448322499638,0.0448322499638,0.0448322499638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406451912975,0.0406451912975,0.0386804014286,0.0386804014286,0.0386804014286,0,0,0.0576417329331,0.0472924908865,0.115824940643,0,0.201371677397,0.201371677397,0,0,0.0493733261788,0,0.0448322499638,0.0448322499638,0,0,0,0,
10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.658215010142,0.658215010142,0.658215010142,0,0,0,0,0,0,0,0,0,0,0,0.27458854716,0.27458854716,0.27458854716,0,0,0,0,0,0,0,0.232342378523,0,0,0,0,0,0,0,0,0.219508525778,0.219508525778,0.219508525778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201371677397,0.201371677397,0.201371677397,0.201371677397,0.201371677397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193450672109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118841352149,0.118841352149,0.118841352149,0.118841352149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0.115824940643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576417329331,0.0576417329331,0.0576417329331,0.0576417329331,0.0576417329331,0,0,0,0,0,0,0,0,0,0,0,0.0493733261788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472924908865,0.0472924908865,0.0472924908865,0.0472924908865,0.0472924908865,0.0472924908865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448322499638,0.0448322499638,0.0448322499638,0.0448322499638,0.0448322499638,0.0448322499638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406451912975,0.0406451912975,0.0386804014286,0.0386804014286,0.0386804014286,0,0,0.0576417329331,0.0472924908865,0.115824940643,0,0.201371677397,0.201371677397,0,0,0.0493733261788,0,0.0448322499638,0.0448322499638,0,0,0,0,
